asset,window_start,window_end,world_label,source_path,data_path,world_events,role_family,target_members,found_members,member_coverage,found_symbols,missing_symbols,total_family_events,family_event_share,event_concentration,event_balance,dominant_member,phase_complete_members,phase_complete_ratio,early_family_events,late_family_events,mean_rekopplung_spaet,mean_strain_spaet,mean_afterimage_delta,mean_temporal_delta,source_follow_reading,boundary,world_kind,timeframe,year
SOL,12000,13000,real_sol_2024_15m_12000_13000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_15m_start12000_rows1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,28,0.028169014084507043,0.32142857142857145,0.7755102040816327,dio_0ein,2,0.25,10,6,0.747996,0.14303433333333332,0.2908445666666666,0.4738984999999999,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,real,15m,2024
SOL,24000,25000,real_sol_2024_15m_24000_25000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_15m_start24000_rows1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,30,0.030181086519114688,0.26666666666666666,0.8380952380952381,dio_1xrt,4,0.5,15,7,0.7501228571428572,0.14078285714285713,0.23192658095238092,0.332140780952381,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,real,15m,2024
BTC,0,1000,shuffle_btc_2024_1h_0_1000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_btc_2024_1h_start0_shuffle_order_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0u24;dio_0qup,dio_0ein,14,0.014084507042253521,0.2857142857142857,0.8163265306122449,dio_0fe7,0,0.0,7,0,0.0,0.0,-0.02792757142857143,-0.178556,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle,1h,2024
BTC,0,1000,shuffle_btc_2024_15m_0_1000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_btc_2024_15m_start0_shuffle_order_1000.csv,994,rf_05,8,5,0.625,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65,dio_0ein;dio_0u24;dio_0qup,12,0.012072434607645875,0.25,0.8571428571428571,dio_0fe7,0,0.0,6,3,0.748408,0.13191433333333333,0.12724016666666665,0.4481275,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle,15m,2024
BTC,3000,4000,shuffle_btc_2024_1h_3000_4000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_btc_2024_1h_start3000_shuffle_order_1000.csv,994,rf_05,8,5,0.625,dio_0fe7;dio_1xrt;dio_17dc;dio_0v65;dio_0ein,dio_1ba6;dio_0u24;dio_0qup,20,0.02012072434607646,0.3,0.7999999999999999,dio_1xrt,3,0.375,8,7,0.7483364285714286,0.14383300000000002,0.24370583928571432,0.4722630714285714,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle,1h,2024
BTC,6000,7000,shuffle_btc_2024_1h_6000_7000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_btc_2024_1h_start6000_shuffle_order_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_0v65;dio_0ein;dio_0u24;dio_0qup,dio_17dc;dio_1ba6,14,0.014084507042253521,0.2857142857142857,0.8163265306122449,dio_0fe7,1,0.125,4,6,0.7486696666666667,0.13351883333333334,0.14263183333333332,0.4035761666666667,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle,1h,2024
BTC,12000,13000,shuffle_btc_2024_15m_12000_13000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_btc_2024_15m_start12000_shuffle_order_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein,dio_0u24;dio_0qup,20,0.02012072434607646,0.35,0.7428571428571429,dio_1xrt,1,0.125,7,6,0.7478728333333334,0.14181916666666666,0.19978416666666665,0.4220413809523811,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle,15m,2024
BTC,24000,25000,shuffle_btc_2024_15m_24000_25000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_btc_2024_15m_start24000_shuffle_order_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,24,0.02414486921529175,0.4166666666666667,0.6666666666666666,dio_1xrt,2,0.25,10,8,0.74760575,0.144560875,0.20729575,0.24848367500000001,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle,15m,2024
SOL,0,1000,shuffle_sol_2024_1h_0_1000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_1h_start0_shuffle_order_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,29,0.029175050301810865,0.27586206896551724,0.8275862068965517,dio_0fe7,3,0.375,11,11,0.7458222727272728,0.145197,0.2564443636363636,0.37860727272727274,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle,1h,2024
SOL,0,1000,shuffle_sol_2024_15m_0_1000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_15m_start0_shuffle_order_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_1ba6;dio_0v65;dio_0ein;dio_0qup,dio_17dc;dio_0u24,13,0.013078470824949699,0.23076923076923078,0.879120879120879,dio_0ein,0,0.0,3,5,0.7470663999999999,0.130921,0.0584706,0.3775156,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle,15m,2024
SOL,3000,4000,shuffle_sol_2024_1h_3000_4000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_1h_start3000_shuffle_order_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0qup,dio_0ein;dio_0u24,15,0.015090543259557344,0.26666666666666666,0.8380952380952381,dio_17dc,1,0.125,7,4,0.74287075,0.144973,0.15228432142857146,0.48475824999999995,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle,1h,2024
SOL,6000,7000,shuffle_sol_2024_1h_6000_7000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_1h_start6000_shuffle_order_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,23,0.023138832997987926,0.2608695652173913,0.8447204968944099,dio_0fe7,1,0.125,8,9,0.7443678888888888,0.13906544444444446,0.09087376388888889,0.2655240277777778,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle,1h,2024
SOL,12000,13000,shuffle_sol_2024_15m_12000_13000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_15m_start12000_shuffle_order_1000.csv,994,rf_05,8,5,0.625,dio_1xrt;dio_17dc;dio_1ba6;dio_0u24;dio_0qup,dio_0fe7;dio_0v65;dio_0ein,15,0.015090543259557344,0.5333333333333333,0.5333333333333333,dio_1xrt,1,0.125,7,3,0.7508543333333333,0.14314866666666667,0.3054834761904761,0.5500517619047619,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle,15m,2024
SOL,24000,25000,shuffle_sol_2024_15m_24000_25000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_15m_start24000_shuffle_order_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein,dio_0u24;dio_0qup,23,0.023138832997987926,0.4782608695652174,0.5962732919254659,dio_1xrt,1,0.125,5,11,0.750503909090909,0.1406857272727273,0.29911025454545453,0.4835146545454545,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,shuffle,15m,2024
BTC,0,1000,random_sign_btc_2024_1h_0_1000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_btc_2024_1h_start0_random_sign_1000.csv,994,rf_05,8,5,0.625,dio_0fe7;dio_1xrt;dio_17dc;dio_0v65;dio_0ein,dio_1ba6;dio_0u24;dio_0qup,13,0.013078470824949699,0.38461538461538464,0.7032967032967034,dio_1xrt,0,0.0,7,3,0.7570466666666666,0.14312833333333333,0.21125547619047616,0.3450855238095239,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,random_sign,1h,2024
BTC,0,1000,random_sign_btc_2024_15m_0_1000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_btc_2024_15m_start0_random_sign_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein,dio_0u24;dio_0qup,17,0.01710261569416499,0.23529411764705882,0.8739495798319327,dio_0fe7,2,0.25,6,7,0.7428915714285714,0.14308514285714288,0.1649620952380952,0.4767735952380953,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,random_sign,15m,2024
BTC,3000,4000,random_sign_btc_2024_1h_3000_4000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_btc_2024_1h_start3000_random_sign_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0ein;dio_0qup,dio_0v65;dio_0u24,17,0.01710261569416499,0.29411764705882354,0.8067226890756302,dio_1xrt,1,0.125,4,4,0.74270975,0.1374855,0.07001624999999999,0.17760199999999998,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,random_sign,1h,2024
BTC,6000,7000,random_sign_btc_2024_1h_6000_7000,data/1-12_2024_1h_BTCUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_btc_2024_1h_start6000_random_sign_1000.csv,994,rf_05,8,8,1.0,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,,24,0.02414486921529175,0.3333333333333333,0.761904761904762,dio_0fe7,1,0.125,13,7,0.745893857142857,0.1441587142857143,0.1939062637362637,0.2677201868131868,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,random_sign,1h,2024
BTC,12000,13000,random_sign_btc_2024_15m_12000_13000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_btc_2024_15m_start12000_random_sign_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_17dc;dio_0qup,21,0.02112676056338028,0.42857142857142855,0.6530612244897959,dio_0fe7,2,0.25,11,4,0.7574645,0.14527025,0.3032308181818182,0.3926140227272728,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,random_sign,15m,2024
BTC,24000,25000,random_sign_btc_2024_15m_24000_25000,data/1-12_2024_15m_BTCUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_btc_2024_15m_start24000_random_sign_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0qup,dio_0u24,30,0.030181086519114688,0.3333333333333333,0.761904761904762,dio_0fe7,4,0.5,10,6,0.7500181666666667,0.146763,0.3215144666666667,0.3735894333333334,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,random_sign,15m,2024
SOL,0,1000,random_sign_sol_2024_1h_0_1000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_1h_start0_random_sign_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0qup,dio_0u24,31,0.03118712273641851,0.22580645161290322,0.8847926267281105,dio_0fe7,4,0.5,10,11,0.752697,0.13892254545454544,0.30073681818181813,0.4847378636363636,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,random_sign,1h,2024
SOL,0,1000,random_sign_sol_2024_15m_0_1000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_15m_start0_random_sign_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,23,0.023138832997987926,0.21739130434782608,0.8944099378881988,dio_17dc,2,0.25,8,9,0.7468946666666666,0.13542833333333335,0.13480970833333333,0.36033502777777787,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,random_sign,15m,2024
SOL,3000,4000,random_sign_sol_2024_1h_3000_4000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_1h_start3000_random_sign_1000.csv,994,rf_05,8,6,0.75,dio_0fe7;dio_1xrt;dio_17dc;dio_0v65;dio_0ein;dio_0u24,dio_1ba6;dio_0qup,16,0.01609657947686117,0.25,0.8571428571428571,dio_0fe7,1,0.125,5,5,0.7605386000000001,0.1364512,0.1477088,0.4157264,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,random_sign,1h,2024
SOL,6000,7000,random_sign_sol_2024_1h_6000_7000,data/1-12_2024_1h_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_1h_start6000_random_sign_1000.csv,994,rf_05,8,7,0.875,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24,dio_0qup,26,0.026156941649899398,0.23076923076923078,0.879120879120879,dio_0fe7,2,0.25,7,14,0.7486368571428572,0.14074585714285712,0.18659935714285714,0.37376021428571427,familie_fragmentarisch_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,random_sign,1h,2024
SOL,12000,13000,random_sign_sol_2024_15m_12000_13000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_15m_start12000_random_sign_1000.csv,994,rf_05,8,8,1.0,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,,22,0.022132796780684104,0.2727272727272727,0.8311688311688312,dio_0v65,2,0.25,6,8,0.7456415,0.137975,0.20389695833333332,0.5748034166666667,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,random_sign,15m,2024
SOL,24000,25000,random_sign_sol_2024_15m_24000_25000,data/1-12_2024_15m_SOLUSDT.csv,data/generated/2074_rf05_holdout/holdout_2074_sol_2024_15m_start24000_random_sign_1000.csv,994,rf_05,8,8,1.0,dio_0fe7;dio_1xrt;dio_17dc;dio_1ba6;dio_0v65;dio_0ein;dio_0u24;dio_0qup,,31,0.03118712273641851,0.1935483870967742,0.9216589861751151,dio_0fe7,4,0.5,13,10,0.7506207,0.1394708,0.22368267692307697,0.4121265230769231,familie_als_ganzes_lesbar,passive_same_basis_family_followworld_summary_no_action_no_direction,random_sign,15m,2024
