timestamp_ms,symbol,timeframe,open,high,low,close,volume
1747648800000000,BTCUSDT,1h,103061.62,103090.07,102853.81,102915.5,640.39455
1747652400000000,BTCUSDT,1h,102915.5,103067.83,102782.6,102963.41,530.36927
1747656000000000,BTCUSDT,1h,102963.4,102963.41,102126.16,102479.95,1052.78618
1747659600000000,BTCUSDT,1h,102479.94,103527.89,102321.83,103294.11,1554.6245
1747663200000000,BTCUSDT,1h,103294.11,104369.0,103181.67,104328.11,1627.19129
1747666800000000,BTCUSDT,1h,104328.11,104968.75,104266.14,104786.41,1837.22906
1747670400000000,BTCUSDT,1h,104786.42,105435.49,104491.53,105356.44,1500.27726
1747674000000000,BTCUSDT,1h,105356.43,105550.01,104940.77,105380.95,1283.57443
1747677600000000,BTCUSDT,1h,105380.96,105561.76,104703.66,104778.98,937.18228
1747681200000000,BTCUSDT,1h,104778.99,105549.99,104633.55,105517.7,782.3217
1747684800000000,BTCUSDT,1h,105517.64,105788.87,105321.54,105468.0,683.47777
1747688400000000,BTCUSDT,1h,105468.0,105514.79,105016.27,105474.67,768.70926
1747692000000000,BTCUSDT,1h,105474.67,105644.41,105182.86,105549.92,1369.62548
1747695600000000,BTCUSDT,1h,105549.92,105829.99,105455.57,105573.74,450.24509
1747699200000000,BTCUSDT,1h,105573.73,106569.99,105554.31,105727.27,1899.74036
1747702800000000,BTCUSDT,1h,105727.27,106789.58,105701.46,106450.0,1406.29767
1747706400000000,BTCUSDT,1h,106450.01,106853.27,106000.0,106099.99,1168.64729
1747710000000000,BTCUSDT,1h,106100.0,106180.75,105533.01,105761.92,1275.86795
1747713600000000,BTCUSDT,1h,105761.92,106250.0,105545.45,106219.99,545.70991
1747717200000000,BTCUSDT,1h,106220.0,106399.0,106067.36,106105.26,584.56364
1747720800000000,BTCUSDT,1h,106105.26,106219.99,105381.02,105454.54,635.48643
1747724400000000,BTCUSDT,1h,105454.55,105750.26,104928.44,105021.71,1269.79336
1747728000000000,BTCUSDT,1h,105021.7,105249.11,104847.16,105223.01,675.94019
1747731600000000,BTCUSDT,1h,105223.0,105390.13,105186.31,105285.72,581.83412
1747735200000000,BTCUSDT,1h,105285.72,105416.66,105022.72,105030.65,583.62785
1747738800000000,BTCUSDT,1h,105030.65,105348.67,104913.04,105203.76,485.14026
1747742400000000,BTCUSDT,1h,105203.75,105203.76,104653.39,104780.0,621.85316
1747746000000000,BTCUSDT,1h,104780.01,104869.57,104184.72,104448.04,1440.3694
1747749600000000,BTCUSDT,1h,104448.04,104995.43,104304.34,104519.84,1054.37222
1747753200000000,BTCUSDT,1h,104519.84,105391.27,104482.68,105333.68,683.10716
1747756800000000,BTCUSDT,1h,105333.67,105523.81,105090.9,105212.49,599.25564
1747760400000000,BTCUSDT,1h,105212.49,106336.37,105212.49,106200.31,1531.99175
1747764000000000,BTCUSDT,1h,106200.32,106419.19,105234.04,105285.54,955.70004
1747767600000000,BTCUSDT,1h,105285.53,107238.37,105220.0,107026.47,1970.3521
1747771200000000,BTCUSDT,1h,107026.47,107320.0,106407.66,106909.09,1407.95263
1747774800000000,BTCUSDT,1h,106909.09,107225.68,106132.09,106619.0,988.46204
1747778400000000,BTCUSDT,1h,106619.0,106894.86,105935.83,106775.83,610.98393
1747782000000000,BTCUSDT,1h,106775.83,107208.68,106637.5,106849.99,728.43365
1747785600000000,BTCUSDT,1h,106850.0,107206.94,106459.8,106739.54,795.55996
1747789200000000,BTCUSDT,1h,106739.55,107086.24,106426.0,106500.0,440.84568
1747792800000000,BTCUSDT,1h,106500.0,106923.07,106186.79,106859.04,639.36986
1747796400000000,BTCUSDT,1h,106859.05,107100.0,106748.69,106843.59,708.25056
1747800000000000,BTCUSDT,1h,106843.6,107700.0,106742.85,107287.0,1515.58688
1747803600000000,BTCUSDT,1h,107286.99,107718.68,107281.55,107542.0,1194.67386
1747807200000000,BTCUSDT,1h,107542.01,107985.05,107294.63,107751.41,1335.30875
1747810800000000,BTCUSDT,1h,107751.41,107855.49,106454.54,106527.16,1745.68293
1747814400000000,BTCUSDT,1h,106527.17,106797.98,106347.05,106372.45,1022.17805
1747818000000000,BTCUSDT,1h,106372.46,106523.81,106100.01,106200.03,796.53854
1747821600000000,BTCUSDT,1h,106200.03,106450.0,106136.99,106328.57,551.73093
1747825200000000,BTCUSDT,1h,106328.56,106741.71,106272.72,106546.44,611.6822
1747828800000000,BTCUSDT,1h,106546.43,106920.21,106409.92,106573.11,789.95753
1747832400000000,BTCUSDT,1h,106573.1,107662.08,106329.47,107244.76,1192.94496
1747836000000000,BTCUSDT,1h,107244.75,109000.0,107009.06,108999.99,4814.02631
1747839600000000,BTCUSDT,1h,108999.99,109458.0,108332.26,108973.35,4908.56569
1747843200000000,BTCUSDT,1h,108973.34,109845.0,108701.54,109131.7,3551.89039
1747846800000000,BTCUSDT,1h,109131.71,109343.01,106117.67,106592.79,6249.91547
1747850400000000,BTCUSDT,1h,106592.8,107415.83,106317.0,106965.05,2576.43227
1747854000000000,BTCUSDT,1h,106965.05,108857.19,106619.68,108603.79,2579.9617
1747857600000000,BTCUSDT,1h,108603.79,108739.14,107725.0,108238.09,1238.80704
1747861200000000,BTCUSDT,1h,108238.09,108560.34,107940.0,108414.64,776.08015
1747864800000000,BTCUSDT,1h,108414.63,109028.25,108278.97,108739.36,789.45572
1747868400000000,BTCUSDT,1h,108739.36,110797.38,108660.0,109643.99,4705.594915
1747872000000000,BTCUSDT,1h,109643.99,110178.49,109177.37,109954.53,2147.46453
1747875600000000,BTCUSDT,1h,109954.54,110576.7,109667.0,109920.68,1776.18943
1747879200000000,BTCUSDT,1h,109920.69,110981.96,109822.58,110471.51,2116.54822
1747882800000000,BTCUSDT,1h,110471.52,111880.0,110339.87,111780.84,2977.5295
1747886400000000,BTCUSDT,1h,111780.84,111795.04,111234.4,111482.42,1845.93128
1747890000000000,BTCUSDT,1h,111482.43,111672.32,110832.38,110879.99,2584.32531
1747893600000000,BTCUSDT,1h,110880.0,111185.82,110478.26,110606.07,1507.16841
1747897200000000,BTCUSDT,1h,110606.07,111139.71,110461.87,111045.45,1165.97838
1747900800000000,BTCUSDT,1h,111045.45,111162.18,110381.46,110409.09,1178.49072
1747904400000000,BTCUSDT,1h,110409.1,110840.0,110272.72,110821.3,1046.51732
1747908000000000,BTCUSDT,1h,110821.3,110952.39,110601.0,110805.22,823.91343
1747911600000000,BTCUSDT,1h,110805.23,111326.2,110500.0,110981.97,965.26641
1747915200000000,BTCUSDT,1h,110981.98,111626.43,110804.72,111608.69,1598.01131
1747918800000000,BTCUSDT,1h,111608.69,111625.75,110904.0,110914.49,1601.31192
1747922400000000,BTCUSDT,1h,110914.49,111397.94,110550.0,110897.9,1686.01739
1747926000000000,BTCUSDT,1h,110897.89,111529.72,110787.8,111290.86,1200.91956
1747929600000000,BTCUSDT,1h,111290.85,111782.61,111087.25,111252.36,780.15322
1747933200000000,BTCUSDT,1h,111252.36,111980.0,111168.03,111502.31,917.63574
1747936800000000,BTCUSDT,1h,111502.32,111953.85,111379.22,111727.27,622.21825
1747940400000000,BTCUSDT,1h,111727.28,111920.0,110916.4,111188.0,940.62549
1747944000000000,BTCUSDT,1h,111188.0,111431.5,110831.52,111076.24,792.97237
1747947600000000,BTCUSDT,1h,111076.24,111108.89,110763.27,110831.36,412.2136
1747951200000000,BTCUSDT,1h,110831.36,111252.03,110831.36,111020.93,412.79621
1747954800000000,BTCUSDT,1h,111020.93,111717.34,111020.92,111696.21,530.57513
1747958400000000,BTCUSDT,1h,111696.22,111800.0,111382.97,111613.58,823.77218
1747962000000000,BTCUSDT,1h,111613.58,111739.14,111201.86,111327.69,865.20204
1747965600000000,BTCUSDT,1h,111327.69,111618.93,111193.9,111272.72,656.2768
1747969200000000,BTCUSDT,1h,111272.73,111374.54,111000.13,111100.01,489.0438
1747972800000000,BTCUSDT,1h,111100.0,111181.82,110547.98,110844.19,740.6573
1747976400000000,BTCUSDT,1h,110844.19,110951.7,110658.72,110855.47,540.83274
1747980000000000,BTCUSDT,1h,110855.47,110857.15,110407.89,110526.01,861.12423
1747983600000000,BTCUSDT,1h,110526.01,110857.15,110523.8,110715.42,1083.90073
1747987200000000,BTCUSDT,1h,110715.41,111030.12,110715.41,110935.24,525.4318
1747990800000000,BTCUSDT,1h,110935.24,111381.61,110909.46,111335.02,588.81353
1747994400000000,BTCUSDT,1h,111335.02,111335.02,110816.34,111061.24,428.14347
1747998000000000,BTCUSDT,1h,111061.24,111092.5,108888.0,109076.35,2661.79754
1748001600000000,BTCUSDT,1h,109076.36,109096.39,107316.0,108412.77,6557.04047
1748005200000000,BTCUSDT,1h,108412.77,109714.7,107922.82,109634.99,3726.35919
1748008800000000,BTCUSDT,1h,109634.99,109992.75,109505.0,109672.01,1726.66757
1748012400000000,BTCUSDT,1h,109672.01,109850.02,108916.0,108940.0,1153.19085
1748016000000000,BTCUSDT,1h,108940.0,109222.42,108001.0,109068.87,2275.39816
1748019600000000,BTCUSDT,1h,109068.87,109809.53,109022.82,109413.03,1158.19809
1748023200000000,BTCUSDT,1h,109413.02,109494.8,108654.82,108794.09,750.38683
1748026800000000,BTCUSDT,1h,108794.09,109157.85,108605.12,108716.07,767.19773
1748030400000000,BTCUSDT,1h,108714.01,108727.28,108186.55,108236.53,592.39199
1748034000000000,BTCUSDT,1h,108236.53,108664.65,108055.0,108282.89,561.89055
1748037600000000,BTCUSDT,1h,108282.89,108590.9,107638.96,107797.37,816.9094
1748041200000000,BTCUSDT,1h,107797.37,107898.34,106800.0,107318.3,1387.0961
1748044800000000,BTCUSDT,1h,107318.3,107680.83,106875.41,107366.68,926.99572
1748048400000000,BTCUSDT,1h,107366.68,107875.66,107352.75,107479.24,437.55116
1748052000000000,BTCUSDT,1h,107479.24,107900.11,107243.1,107803.84,383.40402
1748055600000000,BTCUSDT,1h,107803.84,108367.54,107750.64,108366.3,573.36983
1748059200000000,BTCUSDT,1h,108366.31,108582.33,108300.0,108485.07,403.76377
1748062800000000,BTCUSDT,1h,108485.06,108530.73,108126.99,108235.68,437.82917
1748066400000000,BTCUSDT,1h,108235.69,108342.53,107683.96,107959.99,682.2587
1748070000000000,BTCUSDT,1h,107959.99,108227.27,107566.37,107587.75,458.42202
1748073600000000,BTCUSDT,1h,107587.75,108285.39,107587.74,108251.23,520.00591
1748077200000000,BTCUSDT,1h,108251.23,108434.0,108158.09,108161.69,467.30605
1748080800000000,BTCUSDT,1h,108161.7,109258.94,108152.01,109094.99,2231.65558
1748084400000000,BTCUSDT,1h,109094.99,109506.03,109094.99,109208.56,2198.07764
1748088000000000,BTCUSDT,1h,109208.57,109282.81,108636.36,108776.63,1286.18727
1748091600000000,BTCUSDT,1h,108776.63,108894.25,108540.0,108590.29,575.75967
1748095200000000,BTCUSDT,1h,108590.28,109036.81,108590.28,108959.09,422.11246
1748098800000000,BTCUSDT,1h,108959.1,109212.76,108819.12,108929.7,382.11963
1748102400000000,BTCUSDT,1h,108929.71,109096.13,108682.36,108997.67,290.13693
1748106000000000,BTCUSDT,1h,108997.68,109200.0,108882.35,108920.03,258.09912
1748109600000000,BTCUSDT,1h,108920.03,109076.2,108781.54,108827.01,170.00615
1748113200000000,BTCUSDT,1h,108827.0,109019.6,108800.0,108960.0,297.31317
1748116800000000,BTCUSDT,1h,108960.0,109125.0,108863.63,108863.63,220.43889
1748120400000000,BTCUSDT,1h,108863.63,108863.64,108580.11,108818.18,260.12572
1748124000000000,BTCUSDT,1h,108818.18,108818.19,107977.67,108100.5,666.17978
1748127600000000,BTCUSDT,1h,108100.5,108396.97,107500.0,107761.91,2233.41293
1748131200000000,BTCUSDT,1h,107761.9,108130.44,107286.28,107443.9,1031.59929
1748134800000000,BTCUSDT,1h,107443.9,108007.29,107206.0,107656.22,702.14525
1748138400000000,BTCUSDT,1h,107656.21,108000.0,107480.29,107928.8,339.41198
1748142000000000,BTCUSDT,1h,107928.8,108257.14,107923.6,108095.75,422.72429
1748145600000000,BTCUSDT,1h,108095.76,108275.7,107941.96,108245.21,245.16657
1748149200000000,BTCUSDT,1h,108245.21,108288.69,107972.02,108103.98,167.94588
1748152800000000,BTCUSDT,1h,108103.99,108136.37,107687.21,107938.0,378.11797
1748156400000000,BTCUSDT,1h,107938.0,107938.0,107454.54,107681.81,502.48123
1748160000000000,BTCUSDT,1h,107681.82,107700.65,106926.14,107109.41,948.81757
1748163600000000,BTCUSDT,1h,107109.4,107258.29,106708.98,107131.67,1082.98139
1748167200000000,BTCUSDT,1h,107131.68,107390.89,106826.53,106946.4,780.43314
1748170800000000,BTCUSDT,1h,106946.4,107272.73,106834.34,107260.0,587.12489
1748174400000000,BTCUSDT,1h,107259.99,107625.0,107181.81,107530.57,799.16485
1748178000000000,BTCUSDT,1h,107530.57,107743.34,107300.0,107521.75,446.62388
1748181600000000,BTCUSDT,1h,107521.74,107653.68,107137.56,107355.0,701.7807
1748185200000000,BTCUSDT,1h,107355.0,107420.98,106600.64,106967.97,3145.57829
1748188800000000,BTCUSDT,1h,106967.97,107243.36,106640.52,107174.4,1428.32141
1748192400000000,BTCUSDT,1h,107174.41,107374.38,107111.56,107363.37,232.07576
1748196000000000,BTCUSDT,1h,107363.36,107600.0,107272.72,107413.34,187.95214
1748199600000000,BTCUSDT,1h,107413.34,107940.95,107413.33,107717.01,255.5344
1748203200000000,BTCUSDT,1h,107717.02,107754.24,107409.09,107677.35,360.39184
1748206800000000,BTCUSDT,1h,107677.36,107914.44,107176.0,107466.7,314.15348
1748210400000000,BTCUSDT,1h,107466.69,109200.0,107350.01,109166.0,1652.91716
1748214000000000,BTCUSDT,1h,109165.99,109299.99,108570.16,109004.19,996.60359
1748217600000000,BTCUSDT,1h,109004.2,109600.0,108670.58,109540.46,921.21434
1748221200000000,BTCUSDT,1h,109540.45,109844.91,109224.0,109545.46,968.05223
1748224800000000,BTCUSDT,1h,109545.45,109772.72,109172.36,109387.72,638.12107
1748228400000000,BTCUSDT,1h,109387.73,109765.74,109273.51,109623.53,563.40876
1748232000000000,BTCUSDT,1h,109623.54,109737.71,109510.58,109541.3,537.86277
1748235600000000,BTCUSDT,1h,109541.31,109688.05,109365.29,109650.01,537.14753
1748239200000000,BTCUSDT,1h,109650.0,109951.2,109519.4,109928.37,463.70135
1748242800000000,BTCUSDT,1h,109928.37,110228.11,109728.37,110094.62,933.69745
1748246400000000,BTCUSDT,1h,110094.62,110173.92,109606.32,109666.4,528.16161
1748250000000000,BTCUSDT,1h,109666.39,109996.2,109600.0,109712.56,524.59189
1748253600000000,BTCUSDT,1h,109712.56,109857.15,109571.42,109643.56,276.23009
1748257200000000,BTCUSDT,1h,109643.55,109836.0,109556.69,109772.72,325.29275
1748260800000000,BTCUSDT,1h,109772.73,110086.96,109666.66,109826.92,380.50527
1748264400000000,BTCUSDT,1h,109826.91,109980.0,109494.74,109595.65,546.39868
1748268000000000,BTCUSDT,1h,109595.64,109739.14,109499.92,109652.51,768.91932
1748271600000000,BTCUSDT,1h,109652.51,110420.74,109529.57,110009.82,1417.39714
1748275200000000,BTCUSDT,1h,110009.83,110422.22,109089.43,109391.37,1696.47921
1748278800000000,BTCUSDT,1h,109391.37,109693.24,108871.21,109171.91,713.14566
1748282400000000,BTCUSDT,1h,109171.9,109460.89,109010.97,109101.97,293.71183
1748286000000000,BTCUSDT,1h,109101.96,109193.66,108858.28,109130.44,334.66026
1748289600000000,BTCUSDT,1h,109130.44,109624.85,108940.0,109606.5,338.4709
1748293200000000,BTCUSDT,1h,109606.5,109646.45,109136.36,109346.68,282.33947
1748296800000000,BTCUSDT,1h,109346.68,109888.89,109173.91,109190.48,390.94918
1748300400000000,BTCUSDT,1h,109190.47,109466.06,109057.74,109434.79,268.65717
1748304000000000,BTCUSDT,1h,109434.78,109666.0,109128.72,109136.37,482.27371
1748307600000000,BTCUSDT,1h,109136.37,109136.37,107516.57,108385.31,2302.30401
1748311200000000,BTCUSDT,1h,108385.32,108697.94,107894.95,108272.72,818.93423
1748314800000000,BTCUSDT,1h,108272.73,109298.43,108268.0,108892.16,1100.79535
1748318400000000,BTCUSDT,1h,108892.15,109355.11,108863.63,108952.65,626.46795
1748322000000000,BTCUSDT,1h,108952.64,108969.76,108550.0,108923.36,667.51791
1748325600000000,BTCUSDT,1h,108923.36,109290.03,108826.08,108828.19,1335.64871
1748329200000000,BTCUSDT,1h,108828.18,109636.37,108828.18,109547.16,710.52493
1748332800000000,BTCUSDT,1h,109540.0,109777.77,109492.59,109695.65,567.33883
1748336400000000,BTCUSDT,1h,109695.66,109899.0,109428.98,109830.25,615.70678
1748340000000000,BTCUSDT,1h,109830.24,109852.0,109639.64,109698.57,253.14136
1748343600000000,BTCUSDT,1h,109698.57,109783.53,109439.71,109585.49,450.26661
1748347200000000,BTCUSDT,1h,109585.49,109826.91,109456.5,109603.02,434.51585
1748350800000000,BTCUSDT,1h,109603.03,110718.0,109581.46,109837.26,2819.7582
1748354400000000,BTCUSDT,1h,109837.26,110217.4,108670.29,109374.75,2073.92899
1748358000000000,BTCUSDT,1h,109374.75,110240.83,109010.33,110140.11,1449.68899
1748361600000000,BTCUSDT,1h,110140.11,110499.64,109956.03,110217.39,868.1346
1748365200000000,BTCUSDT,1h,110217.4,110454.95,109968.0,110232.46,599.07105
1748368800000000,BTCUSDT,1h,110232.46,110409.11,109828.92,109890.62,663.24539
1748372400000000,BTCUSDT,1h,109890.62,110064.71,109574.46,109877.87,493.59702
1748376000000000,BTCUSDT,1h,109877.87,109897.49,109551.69,109551.69,282.59269
1748379600000000,BTCUSDT,1h,109551.69,109690.94,108824.85,108918.07,575.42749
1748383200000000,BTCUSDT,1h,108918.08,109170.49,108600.0,109027.01,695.95406
1748386800000000,BTCUSDT,1h,109027.0,109159.28,108919.24,108938.17,389.82164
1748390400000000,BTCUSDT,1h,108938.17,109261.76,108665.18,109205.39,478.61482
1748394000000000,BTCUSDT,1h,109205.39,109284.7,108624.33,108667.99,432.06306
1748397600000000,BTCUSDT,1h,108667.99,108869.57,108400.0,108627.42,723.16256
1748401200000000,BTCUSDT,1h,108627.41,108962.1,108569.09,108863.64,370.01313
1748404800000000,BTCUSDT,1h,108863.64,109061.6,108624.43,108971.87,383.9071
1748408400000000,BTCUSDT,1h,108971.87,109089.68,108841.57,109000.0,278.93308
1748412000000000,BTCUSDT,1h,108999.99,109000.0,108636.36,108727.27,383.05025
1748415600000000,BTCUSDT,1h,108727.28,109007.71,108720.0,108816.44,345.62936
1748419200000000,BTCUSDT,1h,108816.44,109130.44,108602.9,109040.45,475.37342
1748422800000000,BTCUSDT,1h,109040.45,109076.61,108507.23,108789.17,623.66656
1748426400000000,BTCUSDT,1h,108789.17,108944.22,108258.01,108829.01,542.89413
1748430000000000,BTCUSDT,1h,108829.0,108950.0,108719.89,108870.38,249.29417
1748433600000000,BTCUSDT,1h,108870.39,109053.39,108784.27,108891.94,373.67089
1748437200000000,BTCUSDT,1h,108891.94,108985.05,108010.0,108068.45,1104.53138
1748440800000000,BTCUSDT,1h,108068.45,108253.03,107466.02,107522.72,2045.96247
1748444400000000,BTCUSDT,1h,107522.71,107677.28,107045.45,107107.31,2226.89421
1748448000000000,BTCUSDT,1h,107107.31,107457.59,107107.31,107420.0,629.26184
1748451600000000,BTCUSDT,1h,107420.0,107832.38,107363.63,107679.01,886.65781
1748455200000000,BTCUSDT,1h,107679.01,107842.29,107388.0,107476.55,436.1546
1748458800000000,BTCUSDT,1h,107476.54,107798.14,106938.24,106946.01,805.61276
1748462400000000,BTCUSDT,1h,106946.0,107403.82,106769.43,107318.18,518.47491
1748466000000000,BTCUSDT,1h,107318.19,107575.56,107185.9,107495.74,307.12595
1748469600000000,BTCUSDT,1h,107495.74,107495.74,107150.0,107400.73,296.55247
1748473200000000,BTCUSDT,1h,107400.73,108043.95,107400.73,107781.78,716.28736
1748476800000000,BTCUSDT,1h,107781.78,108297.87,107421.12,108285.32,732.1461
1748480400000000,BTCUSDT,1h,108285.31,108347.78,107812.85,108156.23,977.95629
1748484000000000,BTCUSDT,1h,108156.23,108484.61,107931.15,108426.94,690.46291
1748487600000000,BTCUSDT,1h,108426.93,108430.76,107955.47,108044.88,611.48079
1748491200000000,BTCUSDT,1h,108044.87,108106.94,106948.01,107564.44,1149.18527
1748494800000000,BTCUSDT,1h,107564.44,107765.95,107492.36,107681.81,384.95323
1748498400000000,BTCUSDT,1h,107681.81,107945.47,107643.18,107915.46,332.12973
1748502000000000,BTCUSDT,1h,107915.46,108012.79,107752.54,107880.72,420.81581
1748505600000000,BTCUSDT,1h,107880.73,108553.62,107681.81,108492.49,723.1397
1748509200000000,BTCUSDT,1h,108492.5,108637.01,108320.0,108520.01,551.68067
1748512800000000,BTCUSDT,1h,108520.01,108857.15,108381.76,108746.01,766.2731
1748516400000000,BTCUSDT,1h,108746.01,108891.91,108666.09,108779.84,484.21621
1748520000000000,BTCUSDT,1h,108779.83,108797.25,108375.71,108434.78,635.2207
1748523600000000,BTCUSDT,1h,108434.78,108590.88,107430.56,107601.08,1476.99596
1748527200000000,BTCUSDT,1h,107601.08,107835.33,106474.0,107622.54,2202.01745
1748530800000000,BTCUSDT,1h,107622.53,107737.7,106955.91,107019.89,856.64056
1748534400000000,BTCUSDT,1h,107019.9,107168.23,106570.99,106724.42,1143.70436
1748538000000000,BTCUSDT,1h,106724.42,106889.39,106117.51,106303.6,1344.30205
1748541600000000,BTCUSDT,1h,106303.6,106617.77,105804.87,105837.13,1056.11722
1748545200000000,BTCUSDT,1h,105837.14,106090.45,105639.3,105731.74,1138.17489
1748548800000000,BTCUSDT,1h,105731.74,106221.91,105729.02,106180.0,588.90778
1748552400000000,BTCUSDT,1h,106180.0,106470.69,106099.41,106443.01,323.40615
1748556000000000,BTCUSDT,1h,106443.02,106460.0,105906.65,105929.07,391.58161
1748559600000000,BTCUSDT,1h,105929.08,106078.47,105322.86,105589.75,853.19262
1748563200000000,BTCUSDT,1h,105589.75,106214.93,104600.5,104939.99,1835.85842
1748566800000000,BTCUSDT,1h,104940.0,105925.92,104940.0,105666.66,1178.59954
1748570400000000,BTCUSDT,1h,105666.67,106172.3,105650.0,106000.0,767.82001
1748574000000000,BTCUSDT,1h,106000.01,106193.58,105913.35,106024.33,608.67187
1748577600000000,BTCUSDT,1h,106024.33,106136.0,105904.76,106112.08,577.59911
1748581200000000,BTCUSDT,1h,106112.08,106313.12,106018.79,106083.42,420.63382
1748584800000000,BTCUSDT,1h,106083.43,106135.17,105535.07,105711.77,1083.16822
1748588400000000,BTCUSDT,1h,105711.77,105850.0,104727.72,105028.02,2105.75378
1748592000000000,BTCUSDT,1h,105028.03,105367.31,104841.42,105177.33,915.44822
1748595600000000,BTCUSDT,1h,105177.34,105666.67,104606.01,105623.04,1181.32648
1748599200000000,BTCUSDT,1h,105623.04,105938.44,105285.71,105925.06,845.87516
1748602800000000,BTCUSDT,1h,105925.05,105981.75,105700.0,105880.51,520.93192
1748606400000000,BTCUSDT,1h,105880.5,106000.0,105153.84,105684.96,1168.81206
1748610000000000,BTCUSDT,1h,105684.95,105979.35,105366.14,105495.59,956.14556
1748613600000000,BTCUSDT,1h,105495.6,105837.57,105047.61,105346.33,1209.39338
1748617200000000,BTCUSDT,1h,105346.34,105831.0,105291.12,105543.0,842.00636
1748620800000000,BTCUSDT,1h,105543.0,105560.98,103706.71,103898.75,2576.2408
1748624400000000,BTCUSDT,1h,103898.75,104292.69,103836.03,104183.15,1096.10894
1748628000000000,BTCUSDT,1h,104183.15,104914.02,104065.08,104891.99,839.08091
1748631600000000,BTCUSDT,1h,104891.98,104988.97,104484.86,104640.5,691.96122
1748635200000000,BTCUSDT,1h,104640.49,104846.13,104398.93,104580.0,400.3719
1748638800000000,BTCUSDT,1h,104579.99,104878.05,104553.7,104631.59,288.73316
1748642400000000,BTCUSDT,1h,104631.6,104804.32,103966.32,103966.33,658.81848
1748646000000000,BTCUSDT,1h,103966.32,104260.0,103621.0,103985.48,937.13867
1748649600000000,BTCUSDT,1h,103985.47,104292.69,103550.0,103957.33,931.10451
1748653200000000,BTCUSDT,1h,103957.33,104195.13,103269.87,103476.61,1041.88047
1748656800000000,BTCUSDT,1h,103476.6,103852.18,103102.59,103189.83,624.53338
1748660400000000,BTCUSDT,1h,103189.83,103692.3,103068.55,103684.01,648.80769
1748664000000000,BTCUSDT,1h,103684.0,103820.68,103487.99,103812.0,362.42657
1748667600000000,BTCUSDT,1h,103812.0,103911.1,103519.74,103538.94,459.85245
1748671200000000,BTCUSDT,1h,103538.93,103903.54,103530.64,103862.52,275.22705
1748674800000000,BTCUSDT,1h,103862.52,103862.52,103633.35,103747.02,327.26511
1748678400000000,BTCUSDT,1h,103747.03,103809.51,103513.84,103648.32,300.058
1748682000000000,BTCUSDT,1h,103648.32,103737.49,103482.55,103538.01,296.10498
1748685600000000,BTCUSDT,1h,103538.02,103599.36,103285.71,103410.0,386.05919
1748689200000000,BTCUSDT,1h,103410.01,103523.81,103311.32,103498.18,479.80598
1748692800000000,BTCUSDT,1h,103498.17,104033.96,103480.11,104033.96,728.70156
1748696400000000,BTCUSDT,1h,104033.95,104200.0,103978.0,104117.3,624.03528
1748700000000000,BTCUSDT,1h,104117.31,104583.48,104117.3,104573.92,795.27913
1748703600000000,BTCUSDT,1h,104573.91,104846.15,104443.39,104556.08,714.30044
1748707200000000,BTCUSDT,1h,104556.08,104780.49,104400.0,104490.57,495.10689
1748710800000000,BTCUSDT,1h,104490.56,104619.05,104261.39,104349.06,343.45658
1748714400000000,BTCUSDT,1h,104349.06,104619.05,104349.05,104487.81,165.7009
1748718000000000,BTCUSDT,1h,104487.81,104750.0,104487.8,104698.02,233.47406
1748721600000000,BTCUSDT,1h,104698.03,104807.94,104533.54,104781.83,150.05341
1748725200000000,BTCUSDT,1h,104781.84,104884.16,104645.73,104863.16,317.26216
1748728800000000,BTCUSDT,1h,104863.16,104900.0,104603.08,104625.8,228.10691
1748732400000000,BTCUSDT,1h,104625.79,104840.0,104473.2,104591.88,360.75652
1748736000000000,BTCUSDT,1h,104591.88,104647.11,104320.02,104446.49,293.78295
1748739600000000,BTCUSDT,1h,104446.49,104505.58,103991.37,104126.07,466.13267
1748743200000000,BTCUSDT,1h,104126.08,104324.21,103924.52,104195.12,313.34738
1748746800000000,BTCUSDT,1h,104195.13,104464.1,103971.7,104381.03,259.25466
1748750400000000,BTCUSDT,1h,104381.03,104729.99,104360.9,104633.16,272.61866
1748754000000000,BTCUSDT,1h,104633.16,104714.29,104450.0,104536.57,214.06083
1748757600000000,BTCUSDT,1h,104536.57,104536.58,104195.12,104258.93,257.26107
1748761200000000,BTCUSDT,1h,104258.93,104370.38,104202.48,104275.95,191.3218
1748764800000000,BTCUSDT,1h,104275.95,104386.6,104220.7,104386.6,247.34836
1748768400000000,BTCUSDT,1h,104386.6,104459.07,103752.49,103934.34,679.61906
1748772000000000,BTCUSDT,1h,103934.35,104040.52,103773.69,103930.99,302.13053
1748775600000000,BTCUSDT,1h,103930.98,104152.24,103845.46,104082.68,286.47453
1748779200000000,BTCUSDT,1h,104082.67,104190.48,103783.01,103956.26,354.08075
1748782800000000,BTCUSDT,1h,103956.25,104424.64,103951.61,104259.2,323.14616
1748786400000000,BTCUSDT,1h,104259.19,104773.59,104259.19,104599.7,782.69419
1748790000000000,BTCUSDT,1h,104599.7,104809.53,104502.99,104715.1,409.06118
1748793600000000,BTCUSDT,1h,104715.1,105299.21,104659.47,105038.8,1174.8504
1748797200000000,BTCUSDT,1h,105038.8,105192.99,104986.2,105066.33,319.00519
1748800800000000,BTCUSDT,1h,105066.34,105066.34,104319.79,104900.01,575.5374
1748804400000000,BTCUSDT,1h,104900.01,105156.73,104805.44,105121.94,361.59685
